,Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Height (cm),Width (cm),Depth (cm),Weight (kg),Diameter (cm),Length (cm),Circumference (cm),Duration (sec.),cutBy2_0,cutBy2_1,cutBy4_0,cutBy4_1,cutBy4_2,cutBy4_3,cutBy8_0,cutBy8_1,cutBy8_2,cutBy8_3,cutBy8_4,cutBy8_5,cutBy8_6,cutBy8_7
132,Flower Festival: Feast of Santa Anita,Diego Rivera,4942,"Mexican, 1886–1957",Mexican,1886,1957,Male,1931,Encaustic on canvas,"6' 6 1/2"" x 64"" (199.3 x 162.5 cm)",Gift of Abby Aldrich Rockefeller,23.1936,Painting,Painting & Sculpture,1936-01-06,Y,78492,http://www.moma.org/collection/works/78492,http://www.moma.org/media/W1siZiIsIjE1MTE1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5743187e5d6f2764,199.3,162.5,,,,,,,554835,af9b75,554835,cac29b,8a5630,9d906e,d1cba9,8a5630,c3ba8e,a9a382,513529,5a5a40,8e7044,92896e
133,Painting,Pierre Soulages,5538,"French, 1919–2022",French,1919,2022,Male,1956,Oil on canvas,"59 1/4"" x 6' 4 3/4"" (150.5 x 195 cm)",Gift of Mr. and Mrs. Samuel M. Kootz,23.1959,Painting,Painting & Sculpture,1959-03-02,Y,78497,http://www.moma.org/collection/works/78497,http://www.moma.org/media/W1siZiIsIjE3NTk4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=db58b68a051d8c17,150.5,195.0,,,,,,,212226,393836,212226,2f2e2e,3e3d3a,494641,212226,494742,4e4942,3e3d3a,2f2e2e,45423e,524f45,605c4b
134,On the Beach (Double Self-Portrait),Christian Bérard,486,"French, 1902–1949",French,1902,1949,Male,1933,Oil on canvas,"31 7/9 x 46"" (80.8 x 116.7 cm)",Gift of James Thrall Soby,23.1960,Painting,Painting & Sculpture,1960-04-06,Y,78498,http://www.moma.org/collection/works/78498,http://www.moma.org/media/W1siZiIsIjE2MTM1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d6b68fe36cc90469,80.8,116.7,,,,,,,868c93,c6beb3,acb0b6,c6beb3,464f5c,7a7e84,a6a4a0,c8c3bb,768493,c5baab,acb0b6,464f5c,5a616d,737070
135,White Circle,Ilya Bolotowsky,648,"American, born Russia. 1907–1981",American,1907,1981,Male,1958,Oil on canvas,"60 3/4"" (154.3 cm) in diameter",Gift of N. E. Waldman,24.1960,Painting,Painting & Sculpture,1960-04-06,Y,78501,http://www.moma.org/collection/works/78501,http://www.moma.org/media/W1siZiIsIjMzODgyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e25b4db5da40760b,,,,,154.3,,,,dfddcc,f0f0e8,e6e4d3,f0f0e8,cccabb,e4e2d0,e6e4d3,e4e2d0,e1dfce,b5b2a4,f0f0e8,d2d0c2,75746d,928f84
136,City Walls,Niles Spencer,5561,"American, 1893–1952",American,1893,1952,Male,1921,Oil on canvas,"39 3/8 x 28 3/4"" (100 x 73 cm)",Given anonymously (by exchange),25.1936,Painting,Painting & Sculpture,1936-01-14,Y,78502,http://www.moma.org/collection/works/78502,http://www.moma.org/media/W1siZiIsIjI0NjI2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0c8f061e5c5d2f67,100.0,73.0,,,,,,,4d4e4a,9a8c6f,8f7d59,4d4e4a,968d72,b1aa96,9d8355,5c5c58,968d72,2d2d2b,51514d,82785e,a9a18b,b9b3a2
137,Jean Cocteau,Christian Bérard,486,"French, 1902–1949",French,1902,1949,Male,1928,Oil on canvas,"25 5/8 x 21 1/4"" (65.1 x 54 cm)",Abby Aldrich Rockefeller Fund,25.1940,Painting,Painting & Sculpture,1940-04-05,Y,78503,http://www.moma.org/collection/works/78503,http://www.moma.org/media/W1siZiIsIjE2NTgwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f0a31fc4e50ca09e,65.1,54.0,,,,,,,35302a,6f523a,6f4731,35302a,66513c,78684a,86734c,76694e,6f4731,66513c,726145,35302a,887651,8b7a5e
138,Washington Crossing the Delaware,Larry Rivers,4945,"American, 1923–2002",American,1923,2002,Male,1953,"Oil, graphite, and charcoal on linen","6' 11 5/8"" x 9' 3 5/8"" (212.4 x 283.5 cm)",Given anonymously,25.1955,Painting,Painting & Sculpture,1955-04-06,Y,78504,http://www.moma.org/collection/works/78504,http://www.moma.org/media/W1siZiIsIjIwMzQyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f9f7dbe99182ec45,212.4,283.5,,,,,,,615c4a,a8a189,948a6f,bdb9a4,4f493a,736f5a,aca894,c5bfa6,d5d3c1,413d32,5c5543,948a6f,6e6850,777565
139,"Number 3, 1954",Myron Stout,5683,"American, 1908–1987",American,1908,1987,Male,1954,Oil on canvas,"20 1/8 x 16"" (50.9 x 40.6 cm)",Philip Johnson Fund,25.1959,Painting,Painting & Sculpture,1959-03-02,Y,78506,http://www.moma.org/collection/works/78506,http://www.moma.org/media/W1siZiIsIjIwODA0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9d36031bbd079fd6,50.9,40.6,,,,,,,171817,dedfda,eaebe5,171817,c3c6c1,e0e2de,d0d3cd,e0e2de,d8dad6,eaebe5,171817,bec1bb,414340,757671
140,Family Picture,Max Beckmann,429,"German, 1884–1950",German,1884,1950,Male,1920,Oil on canvas,"25 5/8 x 39 3/4"" (65.1 x 100.9 cm)",Gift of Abby Aldrich Rockefeller,26.1935,Painting,Painting & Sculpture,1935-06-04,Y,78507,http://www.moma.org/collection/works/78507,http://www.moma.org/media/W1siZiIsIjE1MTE3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e4d8e4086a1de397,65.1,101.0,,,,,,,4d4640,98947d,635549,373838,827e6a,aea98f,3e4242,878677,302e2d,b7b69f,7d765d,a59c80,624c3e,645e54
141,Self-Portrait,Oskar Kokoschka,3197,"Austrian, 1886–1980",Austrian,1886,1980,Male,1913,Oil on canvas,"32 1/8 x 19 1/2"" (81.6 x 49.5 cm)",Purchase,26.1940,Painting,Painting & Sculpture,1940-04-05,Y,78508,http://www.moma.org/collection/works/78508,http://www.moma.org/media/W1siZiIsIjIzMjcxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=88ffb27b39eb5c0e,81.6,49.5,,,,,,,40413d,5b5b54,40413d,5f625b,51554e,5b524a,595c56,51554e,545850,5a4f48,40413d,6c4a40,5c635b,6d6e66
142,Kabuki,Kumi Sugaï,5719,"Japanese, 1919–1996",Japanese,1919,1996,Male,1958,Oil and gilt paint on canvas,"57 1/2 x 44 5/8"" (145.8 x 113.3 cm)",Purchase,26.1959,Painting,Painting & Sculpture,1959-03-02,Y,78512,http://www.moma.org/collection/works/78512,http://www.moma.org/media/W1siZiIsIjE3MTQwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ef2245009b3f9c92,145.8,113.3,,,,,,,464039,bbaa9f,cac0ba,ab9384,2b2b27,61564b,212422,965e3d,cac0ba,bdb1ab,9d8b7c,34322c,594a3c,69625b
143,Untitled (6.8.84),Oliver Jackson,2862,"American, born 1935",American,1935,0,Male,1984,Synthetic polymer paint on linen,"9' 1/4"" x 7' 11 5/8"" (275 x 242.8 cm)",Gift of Mr. and Mrs. Gerald D. Kohs,26.1989,Painting,Painting & Sculpture,1989-03-06,Y,78515,http://www.moma.org/collection/works/78515,http://www.moma.org/media/W1siZiIsIjE2NjgyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ddb5e86d6e91a3f7,275.0,242.9,,,,,,,605e64,b9b0ad,707880,504447,ad9e99,c4c2c0,a69c9e,c4c2c0,b4b0aa,565251,a77a72,707880,373437,5d3944
144,Expectation,Richard Oelze,4376,"German, 1900–1981",German,1900,1981,Male,1935,Oil on canvas,"32 1/8 x 39 5/8"" (81.6 x 100.6 cm)",Purchase,27.1940,Painting,Painting & Sculpture,1940-04-05,Y,78518,http://www.moma.org/collection/works/78518,http://www.moma.org/media/W1siZiIsIjQ5MDQ2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=200a256b332d72ec,81.6,100.6,,,,,,,3d3830,686049,534c3a,3d3830,665e45,978a69,887e65,7e7453,534c3a,a0916b,3d3830,665e45,aa9c7d,c1ad85
145,Sounds in the Rock,Theodoros Stamos,5597,"American, 1922–1997",American,1922,1997,Male,1946,Oil on board,"48 1/8 x 28 3/8"" (122.2 x 72.1 cm)",Gift of Edward W. Root,27.1947,Painting,Painting & Sculpture,1947-03-13,Y,78519,http://www.moma.org/collection/works/78519,http://www.moma.org/media/W1siZiIsIjE3OTI5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2dedf46246779f6c,122.2,72.1,,,,,,,2b2a29,666353,2b2a29,4d483e,656352,999681,7e7b59,2b2a29,656352,86836b,dcdad8,4d483e,7c7c79,a7a59a
146,Space,Antoni Tàpies,5809,"Spanish, 1923–2012",Spanish,1923,2012,Male,1956,Latex paint with marble dust on canvas,"6' 4 5/8"" x 67"" (194.6 x 170 cm)",Gift of Mrs. Martha Jackson,27.1959,Painting,Painting & Sculpture,1959-03-02,Y,78522,http://www.moma.org/collection/works/78522,http://www.moma.org/media/W1siZiIsIjE3MTQwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f97c74d34297a655,194.6,170.0,,,,,,,494844,5a544b,4c4946,494844,4d4b48,827259,4c4946,4d4b48,998360,504d48,95805f,494844,6b6354,8a795d
147,Benny and Mary Ellen Andrews,Alice Neel,4253,"American, 1900–1984",American,1900,1984,Female,1972,Oil on canvas,"60 x 50"" (152.2 x 127 cm)","Gift of Agnes Gund, Blanchette Hooker Rockefeller Fund, Arnold A. Saltzman Fund, and Larry Aldrich Foundation Fund (by exchange)",27.1988,Painting,Painting & Sculpture,1988-02-07,Y,78524,http://www.moma.org/collection/works/78524,http://www.moma.org/media/W1siZiIsIjE1NDE4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a3a468b9d578b7f6,152.4,127.0,,,,,,,7a6c72,cac0a6,7c5f45,79789e,c7b27f,cdcecc,cdcecc,9a7b49,7b4d3c,403a47,9e9aa1,c7b27f,363ea9,716e8f
148,Trash and Trashcan,Neil Jenney,2904,"American, born 1945",American,1945,0,Male,1970,"Synthetic polymer paint on canvas, with painted wood frame","58 1/2 x 55 5/8"" (148.6 x 141.3 cm) including frame",Gift of Ruth and Seymour Klein,27.1989,Painting,Painting & Sculpture,1989-03-06,Y,78525,http://www.moma.org/collection/works/78525,http://www.moma.org/media/W1siZiIsIjI1NTgzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7759e1b9ed365de1,148.6,141.3,,,,,,,343d28,8e9378,343d28,727c57,94957e,c2c0b4,7c8d5e,adaa96,94957e,445230,d6d6d2,24271f,606b43,6f6a5e
149,The World War had caused a great shortage in Northern industry and also citizens of foreign countries were returning home,Jacob Lawrence,3418,"American, 1917–2000",American,1917,2000,Male,1940,Casein tempera on hardboard,"12 x 18"" (30.5 x 45.7 cm)",Gift of Mrs. David M. Levy,28.1942.1,Painting,Painting & Sculpture,1942-01-27,Y,78526,http://www.moma.org/collection/works/78526,http://www.moma.org/media/W1siZiIsIjMwNTAxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ef5febd33dca7f9f,30.4801,45.7201,,,,,,,43403a,838a99,606a7f,43403a,9c9791,b2bfd6,303130,3a3c3a,59606f,b2bfd6,66748f,73624b,98866e,a0a7b3
150,In many of the communities the Negro press was read continually because of its attitude and its encouragement of the movement,Jacob Lawrence,3418,"American, 1917–2000",American,1917,2000,Male,1940,Casein tempera on hardboard,"18 x 12"" (45.7 x 30.5 cm)",Gift of Mrs. David M. Levy,28.1942.10,Painting,Painting & Sculpture,1942-01-27,Y,78528,http://www.moma.org/collection/works/78528,http://www.moma.org/media/W1siZiIsIjMwNTAxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d4e5bf7163e5c086,45.7200914402,30.4800609601,,,,,,,6a5f53,9e9a93,61594f,736457,8b847b,b1afab,a9a297,736458,706559,b9bbc0,61594f,8b847b,755e51,7a6253
151,"Another of the social causes of the migrants' leaving was that at times they did not feel safe, or it was not the best thing to be found on the streets late at night. They were arrested on the slightest provocation",Jacob Lawrence,3418,"American, 1917–2000",American,1917,2000,Male,1940,Casein tempera on hardboard,"12 x 18"" (30.5 x 45.7 cm)",Gift of Mrs. David M. Levy,28.1942.11,Painting,Painting & Sculpture,1942-01-27,Y,78529,http://www.moma.org/collection/works/78529,http://www.moma.org/media/W1siZiIsIjMwNTAxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7e69472d73b76232,30.4800609601,45.7200914402,,,,,,,3f3b38,848180,9b9fa6,6e6359,353535,4a403b,353535,3c3b3a,abb9d4,5e554e,7d7163,8b8579,4e423b,62493d
152,Child labor and a lack of education was one of the other reasons for people wishing to leave their homes,Jacob Lawrence,3418,"American, 1917–2000",American,1917,2000,Male,1940,Casein tempera on hardboard,"12 x 18"" (30.5 x 45.7 cm)",Gift of Mrs. David M. Levy,28.1942.12,Painting,Painting & Sculpture,1942-01-27,Y,78530,http://www.moma.org/collection/works/78530,http://www.moma.org/media/W1siZiIsIjMxMDMxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8dadf218e70284f8,30.4800609601,45.7200914402,,,,,,,6f634f,9e9c8f,5a5147,847558,889089,b4a996,776955,8a816b,ae9d78,90815c,b9b6b3,869ea6,4a443e,6a5f4f
153,And people all over the South began to discuss this great movement,Jacob Lawrence,3418,"American, 1917–2000",American,1917,2000,Male,1940,Casein tempera on hardboard,"18 x 12"" (45.7 x 30.5 cm)",Gift of Mrs. David M. Levy,28.1942.13,Painting,Painting & Sculpture,1942-01-27,Y,78531,http://www.moma.org/collection/works/78531,http://www.moma.org/media/W1siZiIsIjMwNTAxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4e5ed843c8474015,45.7200914402,30.4800609601,,,,,,,6a5d4f,c8ceda,c8ceda,4e453d,6d5642,a0927e,6d5642,b6a992,806a53,544e48,483c33,958d80,c4c9d3,cdd3e0
154,The labor agent who had been sent South by Northern industry was a very familiar person in the Negro counties,Jacob Lawrence,3418,"American, 1917–2000",American,1917,2000,Male,1940,Casein tempera on hardboard,"18 x 12"" (45.7 x 30.5 cm)",Gift of Mrs. David M. Levy,28.1942.14,Painting,Painting & Sculpture,1942-01-27,Y,78532,http://www.moma.org/collection/works/78532,http://www.moma.org/media/W1siZiIsIjMxMTg5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c7ef6f3389e16807,45.7200914402,30.4800609601,,,,,,,5b544b,c0beba,393c3b,7c6b5b,b2aca4,cecfd1,d2d4d8,393c3b,806b59,716256,c9caca,907e67,a99f8f,babab9
155,In every home people who had not gone North met and tried to decide if they should go North or not,Jacob Lawrence,3418,"American, 1917–2000",American,1917,2000,Male,1940,Casein tempera on hardboard,"12 x 18"" (30.5 x 45.7 cm)",Gift of Mrs. David M. Levy,28.1942.15,Painting,Painting & Sculpture,1942-01-27,Y,78533,http://www.moma.org/collection/works/78533,http://www.moma.org/media/W1siZiIsIjMwNTAyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4cacb6297711b011,30.4800609601,45.7200914402,,,,,,,54493d,7b6f5f,5f5449,54493d,796a58,b5a994,bbac93,49423b,c6beaf,5f5449,5e4f40,a99c86,71614e,817461
156,The railroad stations in the South were crowded with people leaving for the North,Jacob Lawrence,3418,"American, 1917–2000",American,1917,2000,Male,1940,Casein tempera on hardboard,"12 x 18"" (30.5 x 45.7 cm)",Gift of Mrs. David M. Levy,28.1942.16,Painting,Painting & Sculpture,1942-01-27,Y,78534,http://www.moma.org/collection/works/78534,http://www.moma.org/media/W1siZiIsIjMwNTAyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c9a15e17d321f3bf,30.5,45.7,0.0,,,,,,343633,796a59,343633,665343,706457,a89b88,544c44,635446,343633,b0a594,a0917b,706457,764b3a,a17840
157,The Negro press was also influential in urging the people to leave the South,Jacob Lawrence,3418,"American, 1917–2000",American,1917,2000,Male,1940,Casein tempera on hardboard,"18 x 12"" (45.7 x 30.5 cm)",Gift of Mrs. David M. Levy,28.1942.17,Painting,Painting & Sculpture,1942-01-27,Y,78535,http://www.moma.org/collection/works/78535,http://www.moma.org/media/W1siZiIsIjMwNTAyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=320450d14e74e529,45.7200914402,30.4800609601,,,,,,,4f4945,827a74,4f4945,6c5e50,737e94,bbb09c,5c5042,4d4337,505053,685f54,737e94,917867,b2a48c,c5bcad
158,"They arrived in great numbers into Chicago, the gateway of the West",Jacob Lawrence,3418,"American, 1917–2000",American,1917,2000,Male,1940,Casein tempera on hardboard,"12 x 18"" (30.5 x 45.7 cm)",Gift of Mrs. David M. Levy,28.1942.18,Painting,Painting & Sculpture,1942-01-27,Y,78536,http://www.moma.org/collection/works/78536,http://www.moma.org/media/W1siZiIsIjMwNTAyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f1d1657d3dc441eb,30.5,45.7,0.0,,,,,,79685a,b7b5b4,8d7968,65584c,aba59b,c3c6cd,c5ccd8,958876,6e6356,856a59,c1c1c1,5c4d42,a79c8a,afaeac
159,They also worked in large numbers on the railroad,Jacob Lawrence,3418,"American, 1917–2000",American,1917,2000,Male,1940,Casein tempera on hardboard,"12 x 18"" (30.5 x 45.7 cm)",Gift of Mrs. David M. Levy,28.1942.19,Painting,Painting & Sculpture,1942-01-27,Y,78537,http://www.moma.org/collection/works/78537,http://www.moma.org/media/W1siZiIsIjMwNTAyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5997223843ab04fe,30.4800609601,45.7200914402,,,,,,,545357,8e806e,7f705e,9d907e,484748,5f6066,867a6d,786d60,7b6f62,5f6066,b5a78e,484748,7e7163,a0804a
160,The Negro was the largest source of labor to be found after all others had been exhausted,Jacob Lawrence,3418,"American, 1917–2000",American,1917,2000,Male,1940,Casein tempera on hardboard,"18 x 12"" (45.7 x 30.5 cm)",Gift of Mrs. David M. Levy,28.1942.2,Painting,Painting & Sculpture,1942-01-27,Y,78538,http://www.moma.org/collection/works/78538,http://www.moma.org/media/W1siZiIsIjMwNTAyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a328424eb33c277f,45.7200914402,30.4800609601,,,,,,,404741,717b71,363530,495a52,4a625c,999486,415752,445a55,4d5951,363530,4a625c,716451,7b7869,b6b0a3
161,The migrants arrived in great numbers,Jacob Lawrence,3418,"American, 1917–2000",American,1917,2000,Male,1940,Casein tempera on hardboard,"12 x 18"" (30.5 x 45.7 cm)",Gift of Mrs. David M. Levy,28.1942.20,Painting,Painting & Sculpture,1942-01-27,Y,78539,http://www.moma.org/collection/works/78539,http://www.moma.org/media/W1siZiIsIjMxNzIxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1a484b4576b654ed,30.4800609601,45.7200914402,,,,,,,524c43,9f9a93,353835,6e5f51,81786c,bcbcba,c0c5ce,353835,635c51,b8b2a7,746a5f,8f8578,76594b,7c6e56
162,"They also made it very difficult for migrants leaving the South. They often went to railroad stations and arrested the Negroes wholesale, which in turn made them miss their train",Jacob Lawrence,3418,"American, 1917–2000",American,1917,2000,Male,1940,Casein tempera on hardboard,"18 x 12"" (45.7 x 30.5 cm)",Gift of Mrs. David M. Levy,28.1942.21,Painting,Painting & Sculpture,1942-01-27,Y,78540,http://www.moma.org/collection/works/78540,http://www.moma.org/media/W1siZiIsIjMxNzIxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=43fc084a034827cd,45.7200914402,30.4800609601,,,,,,,494845,9c9995,a2adbb,494845,80776d,ac9472,86817e,8d98aa,7a6e5c,393c3a,b8c1cc,595550,b19261,a69683
163,Living conditions were better in the North,Jacob Lawrence,3418,"American, 1917–2000",American,1917,2000,Male,1940,Casein tempera on hardboard,"12 x 18"" (30.5 x 45.7 cm)",Gift of Mrs. David M. Levy,28.1942.22,Painting,Painting & Sculpture,1942-01-27,Y,78541,http://www.moma.org/collection/works/78541,http://www.moma.org/media/W1siZiIsIjMxNzIxMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=02f60edf9cd0610a,30.5,45.7,0.0,,,,,,52483e,7b6a58,705947,52483e,7c6c5a,928779,77736c,907d6f,705947,52483e,ac9c71,7c6c5a,a8a09f,cbb499
164,Industries attempted to board their labor in quarters that were oftentimes very unhealthy. Labor camps were numerous,Jacob Lawrence,3418,"American, 1917–2000",American,1917,2000,Male,1940,Casein tempera on hardboard,"18 x 12"" (45.7 x 30.5 cm)",Gift of Mrs. David M. Levy,28.1942.23,Painting,Painting & Sculpture,1942-01-27,Y,78542,http://www.moma.org/collection/works/78542,http://www.moma.org/media/W1siZiIsIjMwNTAyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d131b88311987cb7,45.7200914402,30.4800609601,,,,,,,463d33,796c5c,463d33,54473b,847464,b9ac95,ad9f8a,887968,463d33,54473b,c4b8a1,77695a,928372,9d8d77
165,Housing for the Negroes was a very difficult problem,Jacob Lawrence,3418,"American, 1917–2000",American,1917,2000,Male,1940,Casein tempera on hardboard,"18 x 12"" (45.7 x 30.5 cm)",Gift of Mrs. David M. Levy,28.1942.24,Painting,Painting & Sculpture,1942-01-27,Y,78543,http://www.moma.org/collection/works/78543,http://www.moma.org/media/W1siZiIsIjMxMTg5OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7ae139c48e8e61df,45.7200914402,30.4800609601,,,,,,,2b2b2b,776e63,2b2b2b,5a5550,867566,a39787,8e8479,2b2b2b,a39787,896653,5a5550,a18e70,746158,75706c
166,Race riots were very numerous all over the North because of the antagonism that was caused between the Negro and white workers. Many of these riots occurred because the Negro was used as a strike breaker in many of the Northern industries,Jacob Lawrence,3418,"American, 1917–2000",American,1917,2000,Male,1940,Casein tempera on hardboard,"18 x 12"" (45.7 x 30.5 cm)",Gift of Mrs. David M. Levy,28.1942.25,Painting,Painting & Sculpture,1942-01-27,Y,78544,http://www.moma.org/collection/works/78544,http://www.moma.org/media/W1siZiIsIjMwNTAyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b1a440fa5544507b,45.7200914402,30.4800609601,,,,,,,353534,807f80,353534,6b6e76,918a83,9a9892,707987,777d88,baad97,7b828e,ab977e,353534,5f5148,6d7582
167,One of the largest race riots occurred in East St. Louis,Jacob Lawrence,3418,"American, 1917–2000",American,1917,2000,Male,1940,Casein tempera on hardboard,"12 x 18"" (30.5 x 45.7 cm)",Gift of Mrs. David M. Levy,28.1942.26,Painting,Painting & Sculpture,1942-01-27,Y,78545,http://www.moma.org/collection/works/78545,http://www.moma.org/media/W1siZiIsIjMxMTkwMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=515192e9d43a8d95,30.4800609601,45.7200914402,,,,,,,49423a,8c8e94,323231,8c8e94,4b433b,73614b,767e8c,323231,695d53,574d44,4b433b,b58e52,818692,c1b7a6
168,One of the main forms of social and recreational activities in which the migrants indulged occurred in the church,Jacob Lawrence,3418,"American, 1917–2000",American,1917,2000,Male,1940,Casein tempera on hardboard,"18 x 12"" (45.7 x 30.5 cm)",Gift of Mrs. David M. Levy,28.1942.27,Painting,Painting & Sculpture,1942-01-27,Y,78546,http://www.moma.org/collection/works/78546,http://www.moma.org/media/W1siZiIsIjMwNTAyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=082f18a050b41b75,45.7200914402,30.4800609601,,,,,,,5f5443,9f968b,5f5443,877d70,ae9b86,c1c3c8,4d463e,949ba7,716248,c1c3c8,8d8275,ae9b86,6d6053,8e7853
169,Among one of the last groups to leave the South was the Negro professional who was forced to follow his clientele to make a living,Jacob Lawrence,3418,"American, 1917–2000",American,1917,2000,Male,1940,Casein tempera on hardboard,"12 x 18"" (30.5 x 45.7 cm)",Gift of Mrs. David M. Levy,28.1942.28,Painting,Painting & Sculpture,1942-01-27,Y,78547,http://www.moma.org/collection/works/78547,http://www.moma.org/media/W1siZiIsIjMxMTkwMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=45fb8940b2187793,30.4800609601,45.7200914402,,,,,,,3c413d,86887d,667c78,a59483,323b39,464740,384442,323b39,3e423d,9d7966,adaea0,667c78,4a473f,875e44
170,In the North the Negro had better educational facilities,Jacob Lawrence,3418,"American, 1917–2000",American,1917,2000,Male,1940,Casein tempera on hardboard,"12 x 18"" (30.5 x 45.7 cm)",Gift of Mrs. David M. Levy,28.1942.29,Painting,Painting & Sculpture,1942-01-27,Y,78548,http://www.moma.org/collection/works/78548,http://www.moma.org/media/W1siZiIsIjMwNTAyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=07d493787f3247de,30.4800609601,45.7200914402,,,,,,,60523e,575b61,4d463b,735e41,4c505a,636568,5a5f68,555a64,4c505a,4d463b,5e5a5a,9badab,635541,836841
